date,headline,abstract,document_type,type_of_material,news_desk,section_name,subjects
12/29/2006,"At a Railway Coffee Stand, a Battle Over What's Fair","In Greenwich, Conn., a vendor was told he would have to vacate his business of eight years after officials said the concession would be given to a blind entrepreneur.",article,News,Metro,New York,"['Greenwich (Conn)', 'Blindness', 'Relocation of Business', 'Stations and Terminals (Passenger)']"
1/10/2007,Revisiting a Relationship Defined by Its Silences,"The best thing about this one-woman show is that not much happens onstage. That leaves you free to watch the sign language interpretation being offered, which gives the show a welcome extra dimension.",article,Review,Culture,Theater,"['Deafness', 'Theater']"
1/21/2007,Works to Touch by Artists Who Can't See,"At a new exhibition at the Conrad L. Mallett Art Gallery at Capitol Community College, touching the art is allowed, even encouraged.",article,News,Regionals,New York,"['Blindness', 'Connecticut', 'Art']"
2/6/2007,Actors Who See With More Than Their Eyes,"“A Midsummer Night's Dream,” so dependent on sights misperceived and incongruous, makes a fascinating choice for Theater by the Blind.",article,Review,Culture,Theater,"['Shakespeare, William', 'Blindness', 'Theater']"
2/7/2007,Gallaudet Won't Punish Arrested Protesters,Gallaudet University said that it would not take disciplinary action against students arrested in protests that forced the ouster of its chosen president last October.,article,News,Metro,Education,"['Gallaudet University', 'Deafness', 'Colleges and Universities']"
2/8/2007,A French Theater Where Even Those Who Can't Hear Share One Language,A deaf actress is building a bridge to the hearing in a new adaptation of “King Lear” in Paris.,article,News,Culture,Theater,"['Shakespeare, William', 'Paris (France)', 'Sign Language', 'France', 'French Language', 'Theater', 'Language and Languages', 'Deafness', 'Laborit, Emmanuelle']"
2/18/2007,"Mrs. Bombaci's Hogan: Apt Pupil, TV Star, Inspiration","For 13 years, Constance Grace Bombaci has been working to change the way people view deafness, particularly in animals.",article,News,Metro,New York,"['ANIMALS', 'Connecticut', 'Dogs', 'Deafness']"
2/20/2007,"Let's Start a War, One We Can Win","Jimmy Carter's private campaign against the diseases of poverty, put together with pennies and duct tape, is a model of what our government could do.",article,Op-Ed,Editorial,Opinion,"['Medicine and Health', 'Blindness', 'Carter, Jimmy']"
3/7/2007,Vietnam's Divide Endures for Native Dance Troupe,"Le Vu Long, the founder of Together Higher, finds that his dancers must deal with a country's painful past as they try to focus on current issues in Vietnamese society.",article,News,Culture,Arts,"['Dance Theater Workshop', 'Deafness', 'Vietnam', 'Asian-Americans', 'IMMIGRATION AND REFUGEES', 'Dancing']"
3/18/2007,"Baseball Stole His Eyes, but Not His Passion","A line drive that hit Ed Lucas between the eyes in 1951 hastened him to blindness, but he still loves the game.",article,News,Regionals,New York,"['Families and Family Life', 'Blindness', 'Baseball']"
3/29/2007,Hip-Hop Reverberates in a Silent World,"At the Lexington School for the Deaf in Queens, a hip-hop musical performed by students shows that the music can be felt as well as heard.",article,News,Metro,New York,"['Rap Music', 'Deafness', 'School for the Deaf', 'Sign Language']"
5/1/2007,Questions Over Routine Screening for a Leading Cause of Blindness,A panel of experts reports that it is impossible to determine whether there is any advantage in screening the general population for glaucoma.,article,News,SpecialSections,Health,"['Eyes and Eyesight', 'Blindness', 'Medicine and Health']"
5/8/2007,"Relationship Counseling, With Hand Signs for 'Sex' and 'Cry'",New York Deaf Theater has created a version of Christopher Durang's play for hearing-impaired actors that finds most of the laughs of the original.,article,Review,Culture,Theater,"['Theater', 'Deafness', 'Durang, Christopher', 'Sign Language']"
5/21/2007,Eye-Opener: A Blind Man's Rare Opportunity to See,"At the core of this highly personal book is an abstract issue: Will a blind person be improved by gaining eyesight, or will an already-complete person become impaired in unexpected ways?",article,Review,Culture,Books,"['Books and Literature', 'Blindness', 'Kurson, Robert', 'Eyes and Eyesight']"
6/7/2007,"Where a Screen Isn't an Option, a Hand-Held Uses Audio","The Icon mobile manager has just about everything you would expect in a hand-held organizer. What is does not have, however, is a screen.",article,News,Business,Technology,"['Blindness', 'Wireless Communications']"
7/1/2007,Star Pitcher Will Ride Tide of Success to South Florida,BERKELEY HEIGHTS.,article,News,Regionals,New York,"['Deafness', 'Athletics and Sports', 'New Jersey']"
7/7/2007,A U.S. Diplomat With an Extraordinary Global View,"America's first blind diplomat, Avraham Rabby, spent the last two years surveying Trinidad's political landscape and composing cables to Washington in Braille.",article,Biography,Foreign,Washington,"['Hiring and Promotion', 'Trinidad and Tobago', 'United States International Relations', 'Blindness', 'Foreign Service', 'State Department']"
7/17/2007,Study Finds Dietary Link to Risk of Eye Disorder,"Certain kinds of carbohydrates may play a role in the development of age-related macular degeneration, a new study suggests.",article,News,Science,Health,"['Eyes and Eyesight', 'Diet and Nutrition', 'Carbohydrates', 'Medicine and Health', 'Blindness', 'Macular Degeneration']"
8/3/2007,"Blind Man's Dark Paradise, Laid to Waste by the Gift of Sight",“The Willow Tree” examines the traumatic shocks experienced by a blind professor of literature whose eyesight is miraculously restored.,article,Review,Weekend,Movies,"['MOTION PICTURES', 'Blindness', 'Eyes and Eyesight', 'Majidi, Majid']"
8/5/2007,Wall of Sound,Trying to make sense of what he couldn't quite hear.,article,News,Magazine,Magazine,"['Peace Corps', 'Gallaudet University', 'League for the Hard of Hearing', 'Hearing Aids', 'Deafness', 'Zambia']"
8/10/2007,Judge Spotlights Shortage of Interpreters for the Deaf,"In a memo, Justice Charles J. Markey of State Supreme Court attempts to highlight the lack of skilled sign language interpreters in the courts.",article,News,Metro,New York,"['Deafness', 'Courts', 'Sign Language']"
8/19/2007,Some Kind of Sign,The sign language of an isolated village sheds light on how the mind works.,article,Review,BookReview,Books,"['Books and Literature', 'Fox, Margalit', 'Language and Languages', 'Deafness', 'Sign Language']"
8/20/2007,"Joybubbles, 58, Peter Pan of Phone Hackers, Dies",Joybubbles was a blind genius with perfect pitch who played a pivotal role in the 1970s subculture of “phone phreaks.”,article,Obituary (Obit),National,U.S.,"['Wozniak, Stephen', 'Jobs, Steven P', 'Telephones and Telecommunications', 'Minneapolis (Minn)', 'Blindness', 'Computers and the Internet', 'Deaths (Obituaries)']"
9/4/2007,Early Action Proving Crucial to Hearing Success,"For a baby who is born deaf or hearing-impaired, early action by both parents and doctors may be essential to his or her social development.",article,News,Science,Health,"['Children and Youth', 'Education and Schools', 'Medicine and Health', 'Ears and Hearing', 'Babies', 'Deafness', 'Hearing Aids']"
9/11/2007,Woman Dies and 5 Are Hurt in Bronx Blaze,"A 22-year-old woman who neighbors said was hearing-impaired died after a fire tore through a two-story house in the Bronx, the authorities said.",article,News,Metro,New York,"['Bronx (NYC)', 'Fires and Firefighters', 'Deafness']"
9/18/2007,Cover Your Ears!,At what decibel level does noise start to do irreparable hearing damage?,article,Question,Science,Science,"['Noise', 'Deafness', 'Ears and Hearing']"
9/27/2007,Soldiers' Portraits Make the Costs of War More Visible,"A photographer tries to come to grips with the process of producing images that have helped give a visual identity to a war that, it seems, is everywhere, but somehow invisible.",article,News,Metro,New York,"['Halfaker, Dawn', 'United States Marine Corps', 'Iraq War (2003- )', 'Art', 'Photography', 'United States Army', 'UNITED STATES ARMAMENT AND DEFENSE', 'AMPUTATION']"
10/28/2007,"In a Hearing World, a Church's Mettle Is Tested","St. Ann's Church for the Deaf, the first of its kind in the country and established in 1852, has been experiencing a long, steady decline.",article,News,CityWeekly,New York,"['Christians and Christianity', 'Deafness']"
11/12/2007,"Carrie Rozelle, 69, Child Advocate, Dies; Started a Center for Learning Disabilities",Mrs. Rozelle's struggles with the daily “hurricane” of a son with learning disabilities prompted her to start the National Center for Learning Disabilities.,article,Obituary (Obit),Metro,U.S.,"['National Center for Learning Disabilities', 'Families and Family Life', 'Handicapped', 'Rozelle, Pete', 'Football', 'Dyslexia', 'Education and Schools', 'Children and Youth', 'National Football League', 'Special Education (Handicapped)', 'Deaths (Obituaries)']"
11/17/2007,"In Fight Against Terror, Keen Ears Undistracted by Sight","Sacha Van Loo, a slight man who has been blind since birth, is one of Europe's newest weapons in the global fight against terrorism, drug trafficking and organized crime.",article,Biography,Foreign,World,"['Belgium', 'Crime and Criminals', 'Blindness', 'Drug Abuse and Traffic', 'Wiretapping and Other Eavesdropping Devices and Methods', 'Police']"
11/20/2007,Patterns: Children With Hearing Loss Spend More Time in E.R.,"The study could not determine, however, whether hearing-impaired children were at higher risk of injury.",article,News,Science,Health,"['Accidents and Safety', 'Children and Youth', 'Medicine and Health', 'Ears and Hearing', 'Hospitals', 'Deafness']"
11/21/2007,Teaching English to the Visually Impaired,Jacqueline Suh teaches English at the Guild for the Blind.,article,Question,Metro,New York,"['English Language', 'Blindness', 'Language and Languages']"
11/21/2007,Building a Clear Vision of Independence,"A closed-circuit television that magnifies text on a monitor helps Jesus Pamias, who is legally blind, to maintain a hard-won sense of independence.",article,News,Metro,New York,"['Blindness', 'Computers and the Internet']"
11/25/2007,"Blind Woman Came to City for Marathon, and Stayed","With the help of a volunteer guide, Nihal Erkan, a recent immigrant to New York, walked the New York City Marathon in approximately nine hours.",article,News,Metro,New York,"['Glaucoma', 'Blindness', 'New York City Marathon', 'Turkey', 'Eyes and Eyesight']"
